ID,Airline,FlightNo,Departure,Arrival,DepTime
1029,EG,EGF2948,ORD,CVG, 7:55PM 
1030,EG,EGF2933,ORD,EVV, 7:55PM 
1031,GJ,GJS3660,ORD,RDU, 7:55PM 
1032,SK,SKW5644,ORD,YXU, 7:55PM 
1033,LO,LOF3415,ORD,STL, 7:55PM 
1034,CH,CHQ5288,ORD,RIC, 7:55PM 
1035,AA,AAL1159,ORD,STL, 7:55PM 
1036,RP,RPA4252,ORD,BDL, 7:55PM 
1037,LO,LOF3404,ORD,CID, 7:55PM 
1038,UA,UAL1433,ORD,RSW, 7:59PM 
1039,AA,AAL336,ORD,LGA, 8:00PM 
1040,EG,EGF2911,ORD,BNA, 8:00PM 
1041,EG,EGF2731,ORD,FNT, 8:00PM 
1042,CH,CHQ5324,ORD,SDF, 8:00PM 
1043,CK,CKK226,ORD,ANC, 8:00PM 
1044,TC,TCF3456,ORD,IND, 8:00PM 
1045,AS,ASQ5947,ORD,MCI, 8:01PM 
1046,GJ,GJS3647,ORD,BZN, 8:04PM 
1047,AS,ASQ5864,ORD,CLE, 8:04PM 
1048,EG,EGF3185,ORD,FAR, 8:05PM 
1049,SK,SKW6247,ORD,SLC, 8:05PM 
1050,AS,ASQ5974,ORD,LIT, 8:05PM 
1051,AA,AAL2284,ORD,DCA, 8:05PM 
1052,UA,UAL1098,ORD,SNA, 8:05PM 
1053,AS,ASQ6076,ORD,LNK, 8:06PM 
1054,SK,SKW5265,ORD,TUL, 8:10PM 
1055,CH,CHQ4769,ORD,MSN, 8:10PM 
1056,LO,LOF3380,ORD,DSM, 8:10PM 
1057,QT,QTR722,ORD,OTBD, 8:10PM 
1058,EG,EGF3325,ORD,HSV, 8:10PM 
1059,TC,TCF3913,ORD,YEG, 8:10PM 
1060,SK,SKW439U,ORD,FSD, 8:10PM 
1061,RP,RPA4266,ORD,IND, 8:10PM 
1062,AS,ASQ5942,ORD,YWG, 8:10PM 
1063,UA,UAL1070,ORD,LAS, 8:12PM 
1064,SK,SKV7406,ORD,YYZ, 8:15PM 
1065,EG,EGF2808,ORD,GRB, 8:15PM 
1066,EG,EGF3139,ORD,XNA, 8:15PM 
1067,AA,AAL1253,ORD,LAX, 8:15PM 
1068,AS,ASQ4695,ORD,YXE, 8:15PM 
1069,UA,UAL1742,ORD,YVR, 8:18PM 
1070,UA,UAL817,ORD,SEA, 8:18PM 
1071,TC,TCF3915,ORD,YYC, 8:18PM 
1072,UA,UAL1429,ORD,IAH, 8:19PM 
1073,EG,EGF2851,ORD,YUL, 8:20PM 
1074,UA,UAL1146,ORD,PDX, 8:24PM 
1075,AA,AAL1077,ORD,MSP, 8:25PM 
1076,EG,EGF2910,ORD,BWI, 8:25PM 
1077,AS,ASQ4542,ORD,FAR, 8:25PM 
1078,CH,CHQ5270,ORD,PIA, 8:25PM 
1079,UA,UAL1253,ORD,SFO, 8:27PM 
1080,AS,ASQ4169,ORD,ELP, 8:30PM 
1081,AA,AAL1339,ORD,SAN, 8:30PM 
1082,AS,ASQ6048,ORD,FOE, 8:32PM 
1083,SK,SKW5229,ORD,YQR, 8:35PM 
1084,BA,BAW296,ORD,EGLL, 8:35PM 
1085,UA,UAL515,ORD,SMF, 8:36PM 
1086,LO,LOF3381,ORD,OKC, 8:40PM 
1087,EG,EGF2762,ORD,CMI, 8:40PM 
1088,NK,NKS295,ORD,IAH, 8:40PM 
1089,EG,EGF3680,ORD,FWA, 8:40PM 
1090,RP,RPA4273,ORD,DEN, 8:40PM 
1091,RP,RPA4222,ORD,MCI, 8:45PM 
1092,EG,EGF3013,ORD,CVG, 8:45PM 
1093,FL,FLG3327,ORD,CVG, 8:45PM 
1094,AA,AAL326,ORD,LGA, 8:45PM 
1095,UA,UAL1698,ORD,LAX, 8:45PM 
1096,RP,RPA4255,ORD,ABQ, 8:45PM 
1097,AA,AAL2457,ORD,DFW, 8:45PM 
1098,SK,SKW853G,ORD,OMA, 8:46PM 
1099,SK,SKW5511,ORD,COS, 8:48PM 
1100,UA,UAL1028,ORD,DEN, 8:50PM 
1101,EG,EGF3348,ORD,ROC, 8:50PM 
1102,LO,LOF3351,ORD,SGF, 8:51PM 
1103,CH,CHQ5368,ORD,AZO, 8:55PM 
1104,TC,TCF3579,ORD,LGA, 8:55PM 
1105,AS,ASQ6008,ORD,MCI, 8:55PM 
1106,RP,RPA4241,ORD,ATL, 8:55PM 
1107,UA,UAL1201,ORD,DCA, 8:57PM 
1108,AS,ASQ4665,ORD,RIC, 8:58PM 
1109,AS,ASH3748,ORD,CLT, 9:00PM 
1110,AS,ASH3770,ORD,PHL, 9:00PM 
1111,AS,ASH3725,ORD,CVG, 9:00PM 
1112,AA,AAL1377,ORD,SEA, 9:00PM 
1113,UA,UAL938,ORD,EGLL, 9:00PM 
1114,SK,SKW5300,ORD,MKE, 9:00PM 
1115,AS,ASQ4473,ORD,TVC, 9:00PM 
1116,AS,ASQ3836,ORD,ELM, 9:00PM 
1117,SK,SKW5378,ORD,PAH, 9:00PM 
1118,AS,ASH3784,ORD,ROC, 9:00PM 
1119,GJ,GJS3671,ORD,YUL, 9:00PM 
1120,AS,ASQ6057,ORD,BNA, 9:00PM 
1121,EG,EGF3306,ORD,TOL, 9:00PM 
1122,AS,ASQ5866,ORD,YOW, 9:00PM 
1123,AS,ASQ5905,ORD,LAN, 9:00PM 
1124,SK,SKW5321,ORD,DLH, 9:00PM 
1125,TC,TCF3444,ORD,PIT, 9:02PM 
1126,TC,TCF3519,ORD,SBN, 9:02PM 
1127,AS,ASQ5815,ORD,CMH, 9:05PM 
1128,AS,ASQ5948,ORD,IAD, 9:05PM 
1129,AS,ASH3785,ORD,DAY, 9:06PM 
1130,AS,ASH3730,ORD,ATW, 9:07PM 
1131,AS,ASQ4205,ORD,TYS, 9:07PM 
1132,GJ,GJS3700,ORD,YYZ, 9:08PM 
1133,LO,LOF5032,ORD,ICT, 9:08PM 
1134,AS,ASQ5994,ORD,MEM, 9:10PM 
1135,LO,LOF5037,ORD,PIA, 9:10PM 
1136,UA,UAL463,ORD,MSP, 9:11PM 
1137,AS,ASQ5872,ORD,GRB, 9:11PM 
1138,UA,UAL625,ORD,SFO, 9:12PM 
1139,UA,UAL1623,ORD,BOS, 9:12PM 
1140,AS,ASQ5829,ORD,LEX, 9:12PM 
1141,UA,UAL608,ORD,EWR, 9:14PM 
1142,RP,RPA4239,ORD,SAT, 9:15PM 
1143,CH,CHQ5302,ORD,MKE, 9:15PM 
1144,CH,CHQ5319,ORD,DBQ, 9:15PM 
1145,AA,AAL2346,ORD,DCA, 9:15PM 
1146,TC,TCF3565,ORD,BDL, 9:15PM 
1147,NK,NKS167,ORD,PHX, 9:15PM 
1148,UA,UAL1136,ORD,IAH, 9:19PM 
1149,GJ,GJS3696,ORD,STL, 9:20PM 
1150,EG,EGF3021,ORD,IAH, 9:20PM 
1151,CH,CHQ5274,ORD,MSN, 9:20PM 
1152,CH,CHQ5362,ORD,GRR, 9:20PM 
1153,DL,DLH435,ORD,EDDM, 9:20PM 
1154,EG,EGF3489,ORD,OMA, 9:20PM 
1155,SK,SKW5351,ORD,CMX, 9:21PM 
1156,TC,TCF3487,ORD,MSY, 9:22PM 
1157,RP,RPA4326,ORD,YYZ, 9:25PM 
1158,RP,RPA4304,ORD,MSY, 9:25PM 
1159,UA,UAL845,ORD,SBGR, 9:25PM 
1160,AS,ASH3741,ORD,DFW, 9:28PM 
1161,SK,SKW5407,ORD,SPI, 9:28PM 
1162,SK,SKW5410,ORD,EAU, 9:28PM 
1163,CH,CHQ5323,ORD,CID, 9:30PM 
1164,AS,ASQ6115,ORD,CLE, 9:30PM 
1165,GJ,GJS3708,ORD,GRR, 9:30PM 
1166,EG,EGF2868,ORD,CLE, 9:30PM 
1167,AA,AAL1140,ORD,LAX, 9:35PM 
1168,AA,AAL98,ORD,EGLL, 9:35PM 
1169,EG,EGF3173,ORD,OKC, 9:35PM 
1170,EG,EGF2901,ORD,BUF, 9:35PM 
1171,EG,EGF3099,ORD,LIT, 9:40PM 
1172,EG,EGF3075,ORD,CLT, 9:50PM 
1173,EG,EGF3084,ORD,CMH, 9:50PM 
1174,RP,RPA4345,ORD,ELP, 9:50PM 
1175,AS,ASQ5820,ORD,MSN, 9:50PM 
1176,EG,EGF3043,ORD,DSM, 9:55PM 
1177,AA,AAL1296,ORD,BOS, 9:55PM 
1178,LO,LOF3342,ORD,MLI, 9:58PM 
1179,GJ,GJS3610,ORD,CID, 9:58PM 
1180,TC,TCF3509,ORD,DTW, 9:58PM 
1181,CP,CPA81,ORD,ANC, 10:00PM 
1182,NC,NCA187,ORD,DFW, 10:00PM 
1183,TH,THY6,ORD,LTBA, 10:00PM 
1184,SA,SAS944,ORD,EKCH, 10:05PM 
1185,RP,RPA4350,ORD,PHL, 10:10PM 
1186,DH,DHL128,ORD,CVG, 10:14PM 
1187,EG,EGF3681,ORD,DAY, 10:15PM 
1188,RP,RPA4227,ORD,DTW, 10:20PM 
1189,TC,TCF3448,ORD,IND, 10:21PM 
1190,AA,AAL2373,ORD,DFW, 10:30PM 
1191,RP,RPA4337,ORD,MSP, 10:35PM 
